id,LoCC,h_avg,Uniq(Nw),Nw,mode,dl,title
20058,PR,5.81,"9,163","56,272",-SV1,182,The Napoleon of Notting Hill
21964,PN,5.91,"14,487","77,026",SV4,182,The Short-story
9909,PR,6.05,"6,415","27,713",-SV1,180,Nightmare Abbey
25024,PS,5.84,"6,076","34,099",-SV1,180,The Night of the Long Knives
535,PR,6.10,"7,293","35,808",-SV1,179,Travels with a Donkey in the Cev...
1154,PZ,6.02,"8,736","75,051",SV4,179,The Voyages of Doctor Dolittle
485,PZ,6.30,"5,632","41,693",SV1,178,The Road to Oz
959,PZ,5.95,"5,816","49,244",-SV2,178,The Lost Princess of Oz
11228,PS,5.73,"12,043","90,621",-SV1,178,The Marrow of Tradition
654,PR,5.90,"7,427","59,899",-SV3,177,Grace Abounding to the Chief of ...
849,PR,6.06,"8,415","42,691",-SV4,177,The Idle Thoughts of an Idle Fellow
2306,PS,6.01,"7,617","56,068",-SV2,177,"Uncle Remus, His Songs and His S..."
39827,PS,6.17,"12,818","70,371",SV3,176,The Conduct of Life
4099,PR,6.14,"6,597","29,592",SV2,175,The Angel in the House
653,PR,5.95,"5,902","32,291",-SV1,174,The Chimes : A Goblin Story of So...
32037,PS,6.06,"8,699","43,909",-SV3,174,Eureka: A Prose Poem
887,PR,6.04,"10,297","61,608",SV4,173,Intentions
22754,PS,5.96,"8,943","53,615",-SV2,173,Masters of Space
873,"PZ,PR",6.07,"5,178","34,498",SV1,172,A House of Pomegranates
955,PZ,6.09,"6,738","59,019",SV4,172,The Patchwork Girl of Oz
23893,PR,5.99,"8,161","34,639",-SV1,172,The Melting-Pot
552,PS,5.88,"6,256","40,111",-SV3,171,The People That Time Forgot
18137,PS,5.85,"8,317","61,172",SV2,171,Little Fuzzy
19810,PS,6.25,"10,236","82,986",SV4,171,My ntonia
6312,PS,6.18,"11,391","58,350",SV7,170,Representative Men: Seven Lectures
10586,PZ,5.93,"8,223","55,563",-SV2,170,Mike and Psmith
16389,PR,6.15,"9,198","81,946",SV1,170,The Enchanted April
2809,PS,6.04,"12,375","92,273",SV3,169,Main-Travelled Roads
21530,PR,5.89,"8,410","64,353",SV1,169,The Angel of Terror
92,PS,5.52,"8,765","68,483",-SV2,168,Tarzan and the Jewels of Opar
2804,PS,6.15,"10,282","96,476",-SV7,168,Rose in Bloom : A Sequel to ”Eigh...
32202,"PZ,GR",6.12,"10,585","93,247",-SV1,168,The Irish Fairy Book
166,PS,6.10,"8,071","58,699",-SV2,165,Summer
1533,PR,5.73,"5,342","20,488",SV5,165,Macbeth
956,PZ,5.93,"6,652","49,439",SV2,163,Tik-Tok of Oz
4715,PR,6.03,"10,917","69,726",-SV4,163,An African Millionaire: Episodes...
15238,PR,5.83,"7,955","48,188",-SV3,163,Mathilda
25776,PS,5.75,"7,386","38,631",-SV1,163,This Crowded Earth
170,PR,6.05,"7,866","63,112",-SV2,162,The Haunted Hotel: A Mystery of ...
957,PZ,6.05,"6,109","47,100",SV3,162,The Scarecrow of Oz
3756,PR,6.02,"10,787","75,934",SV1,162,Indiscretions of Archie
11451,PR,5.85,"6,100","35,528",-SV2,162,The Rome Express
6684,PR,5.98,"9,474","67,497",-SV1,161,Uneasy Money
3781,PR,5.93,"9,639","93,600",SV1,160,The Jewel of Seven Stars
12239,PR,5.99,"8,236","77,718",-SV2,160,Dead Men’s Money
18458,PS,5.68,"9,130","63,263",-SV2,160,Star Born
5347,"PS,PZ",6.15,"6,303","48,627",SV2,159,Understood Betsy
14257,PR,5.76,"9,845","75,002",-SV1,159,The Magician
18668,PS,6.04,"11,999","72,510",SV5,159,In Search of the Unknown
29405,PS,5.74,"9,447","85,229",-SV4,158,The Gods of Mars
21051,PS,5.98,"11,239","88,281",-SV2,157,Skylark Three
96,PS,5.73,"7,686","59,570",-SV3,155,The Monster Men
498,"PS,PZ",6.22,"10,647","76,214",-SV2,155,Rebecca of Sunnybrook Farm
11128,PR,5.79,"9,467","71,355",-SV1,155,The Red Thumb Mark
20387,PR,5.90,"5,647","31,902",-SV1,155,A Thin Ghost and Others
1905,"PR,PZ",6.12,"6,265","51,179",SV1,154,"The Governess; Or, The Little Fe..."
2786,"PS,PZ",6.26,"10,971","95,398",-SV3,154,Jack and Jill
20788,PS,5.80,"9,419","63,400",SV3,154,Storm Over Warlock
611,PR,5.82,"9,876","80,326",-SV1,152,Prester John
7031,PR,5.76,"9,919","88,777",SV4,152,The Sheik: A Novel
316,"PZ,PS",6.05,"9,871","78,398",-SV6,151,The Golden Road
775,PR,5.79,"11,724","82,707",-SV2,151,When the Sleeper Wakes
2005,PR,6.08,"11,118","82,948",SV3,151,Piccadilly Jim
3026,PS,5.94,"3,710","20,026",-SV3,151,North of Boston
3674,"PZ,PR",5.67,"8,640","83,031",SV4,151,"The Dragon and the Raven; Or, Th..."
32759,PS,5.39,"6,002","32,027",-SV7,151,Red Nails
2263,PR,5.55,"4,594","22,088",-SV1,150,Julius Caesar
3543,PR,5.94,"7,857","48,819",SV1,150,Heartbreak House
4230,"PZ,PS",5.91,"5,478","43,266",-SV1,150,Tom Swift and His Motor-Cycle; O...
111,"PS,PZ",5.99,"9,587","84,156",-SV1,149,Freckles
6927,"PZ,PR",5.92,"6,861","46,316",-SV2,149,The White Feather
38070,PZ,6.11,"6,996","82,968",-SV5,149,The Norwegian Fairy Book
832,PZ,5.92,"8,188","63,466",-SV1,148,Robin Hood
1126,PR,5.82,"4,746","26,514",SV2,148,Measure for Measure
5429,PR,6.11,"5,123","22,577",-SV1,148,Preface to Shakespeare
18846,PS,5.63,"5,447","24,352",SV2,148,Voodoo Planet
20912,PR,5.62,"8,344","69,802",-SV2,148,The Da↵odil Mystery
24880,PS,5.85,"10,341","71,516",-SV3,148,"The Wreck of the Titan: or, Futility"
1531,PR,5.90,"5,659","28,054",-SV1,147,"Othello, the Moor of Venice"
14658,PS,5.81,"8,190","52,048",SV1,147,The Road
20707,PS,6.00,"9,758","76,729",-SV1,147,The Black Star Passes
709,PZ,5.96,"6,930","58,112",-SV1,146,The Princess and Curdie
10459,PR,5.96,"6,078","40,200",SV3,146,The Celtic Twilight
13944,PR,5.89,"10,954","84,878",SV3,146,"After London; Or, Wild England"
20840,PS,5.76,"9,499","62,246",-SV1,146,Rebel Spurs
31501,PS,5.92,"5,185","21,639",-SV1,146,The Sensitive Man
6985,"PZ,PR",5.92,"6,858","43,639",SV2,145,A Prefect’s Uncle
7353,"QL,PR",6.15,"9,984","64,787",SV2,145,Birds in Town & Village
20919,PS,5.66,"8,258","46,948",SV2,145,The Status Civilization
31619,PS,5.75,"5,694","27,917",SV2,145,The Planet Savers
554,PS,6.31,"4,968","22,981",SV1,144,The Contrast
2046,PS,5.73,"9,426","62,334",-SV1,144,"Clotel; Or, The President’s Daug..."
6622,PZ,5.90,"11,767","78,055",SV4,144,Legends That Every Child Should ...
37364,PR,5.73,"8,763","65,808",-SV1,144,The Second Jungle Book
30368,PR,6.08,"5,916","29,938",-SV2,143,A Christmas Carol: The original m...
8994,PZ,6.03,"6,718","51,126",SV3,142,What Katy Did
29042,"PZ,PR,QA",6.02,"6,402","29,092",-SV1,142,A Tangled Tale
32664,PS,5.47,"4,488","24,287",-SV2,142,Black Amazon of Mars
37332,PZ,5.94,"7,781","68,968",SV4,142,A Little Princess: Being the who...
1338,PR,5.94,"7,389","33,876",-SV1,141,Selected Prose of Oscar Wilde
6836,PR,5.98,"8,607","56,775",-SV1,141,Three Men and a Maid
8713,PR,5.97,"5,773","27,857",-SV1,141,A Man of Means
12163,PR,5.78,"11,166","76,658",-SV3,141,The Sleeper Awakes: A Revised Edi...
39896,PZ,6.08,"5,842","43,530",-SV3,141,The Girl Next Door
42254,PS,5.54,"4,704","22,418",SV1,141,Beyond the Black River
553,PS,5.72,"6,011","37,429",SV3,140,Out of Time’s Abyss
339,PS,5.88,"7,612","49,302",-SV3,139,Old Indian Days
23624,PZ,5.65,"10,257","69,703",SV3,139,"Ride Proud, Rebel!"
5803,PR,6.10,"8,321","48,252",SV3,138,Not that it Matters
7028,PR,6.01,"9,650","62,972",SV2,138,The Clicking of Cuthbert
34181,PR,5.85,"6,993","34,616",SV2,138,Irene Iddesleigh
2248,PR,5.88,"5,985","27,527",SV1,137,The Winter’s Tale
423,PR,5.86,"10,302","72,337",SV3,136,Round the Red Lamp: Being Facts ...
8086,PS,5.90,"9,605","52,807",-SV2,136,Down and Out in the Magic Kingdom
36775,PN,5.99,"12,411","63,358",-SV4,136,Humorous Readings and Recitation...
2662,PR,6.11,"9,310","60,895",-SV3,135,"Under the Greenwood Tree; Or, Th..."
10832,PR,5.79,"6,374","54,261",SV6,135,"Carnacki, the Ghost Finder"
32256,PS,5.82,"7,485","40,958",-SV3,135,The Big Time
1114,PR,6.08,"4,634","25,657",SV3,134,The Merchant of Venice
8677,PS,6.02,"5,830","41,571",-SV1,134,"Behind a Mask; or, a Woman’s Power"
10373,PR,6.01,"8,891","74,520",-SV1,134,The Middle Temple Murder
5830,PZ,6.29,"9,227","73,313",SV3,133,A Garland for Girls
23625,PZ,5.71,"4,339","20,656",-SV1,133,The Magic Pudding
24280,PR,6.05,"8,389","36,058",-SV1,133,Endymion: A Poetic Romance
172,PS,6.08,"10,714","66,085",-SV1,132,The Haunted Bookshop
960,PZ,6.11,"5,602","45,355",SV1,132,The Tin Woodman of Oz : A Faithfu...
42259,PS,5.50,"6,154","31,494",-SV1,132,The People of the Black Circle
4709,PS,5.96,"9,487","64,117",-SV3,131,Brewster’s Millions
6984,"PR,PZ",5.94,"6,823","42,401",-SV1,131,The Pothunters
13969,PR,6.02,"10,083","66,567",-SV1,131,The Hill of Dreams
20782,PS,5.75,"9,397","59,104",SV3,131,Triplanetary
318,PS,6.08,"10,360","68,849",-SV6,130,John Barleycorn
238,"PZ,PS",6.21,"10,326","68,598",-SV2,129,Dear Enemy
369,PS,5.80,"8,621","66,083",-SV2,129,The Outlaw of Torn
393,PR,6.08,"9,498","65,857",-SV1,129,The Blue Lagoon: A Romance
2727,PR,5.74,"6,823","51,330",-SV2,128,Allan’s Wife
4980,"PS,PZ",6.01,"2,900","23,490",SV1,128,Old Granny Fox
451,PR,5.87,"6,963","40,262",-SV1,127,The Shadow Line: A Confession
984,PN,6.16,"6,518","22,017",-SV1,127,Who Was Who: 5000 B. C. to Date ...
14255,PN,6.41,"7,365","35,090",-SV1,127,Hints for Lovers
27444,PS,5.92,"8,255","48,068",-SV1,127,Starman’s Quest
35545,PR,5.71,"9,440","58,928",-SV2,127,Sanders of the River
604,PR,6.01,"10,834","72,540",-SV1,126,Gulliver of Mars
1794,PR,5.72,"6,035","32,080",-SV1,126,King Lear
4023,PR,5.91,"4,904","23,280",-SV1,126,Candida
10542,PR,5.83,"6,106","60,641",SV4,126,The Boats of the ”Glen Carrig” : ...
15274,PS,6.12,"7,643","65,195",SV1,126,The Girl from Montana
23790,PS,5.81,"6,192","31,612",-SV1,126,The Ultimate Weapon
2268,PR,5.79,"6,037","27,894",-SV1,125,Antony and Cleopatra
3006,PR,5.90,"11,439","68,334",SV2,125,Stalky & Co.
5077,PR,5.77,"18,876","96,394",-SV7,125,Marmion: A Tale of Flodden Field...
16339,PR,5.91,"8,966","58,424",-SV5,125,The Passenger from Calais
40386,PS,5.83,"7,737","69,400",SV3,125,Wandering Ghosts
958,PZ,5.92,"6,406","50,029",-SV3,124,Rinkitink in Oz : Wherein Is Reco...
2175,PR,6.01,"6,024","35,507",SV2,124,You Never Can Tell
12803,PR,6.03,"7,382","29,817",-SV6,124,Headlong Hall
22549,PS,5.72,"7,682","55,743",-SV2,124,Space Prison
4011,PR,6.05,"12,243","56,201",-SV2,123,"Epicoene; Or, The Silent Woman"
8183,PR,6.00,"4,938","41,019",-SV1,123,Time and the Gods
9806,PR,5.98,"8,974","67,349",SV2,123,Mr. Justice Ra✏es
35304,PS,5.95,"9,267","71,054",-SV4,123,The Last Stroke: A Detective Story
836,"PR,PZ",6.10,"8,402","63,785",-SV1,121,The Phoenix and the Carpet
24450,PR,5.88,"9,433","58,295",SV6,121,Bones: Being Further Adventures i...
26197,PN,6.01,"5,128","28,949",-SV2,121,The Nursery Rhyme Book
32415,PN,6.06,"8,342","54,268",-SV2,121,The Nursery Rhymes of England
837,"PZ,PR",6.14,"8,678","71,060",SV1,120,The Story of the Amulet
1718,PR,5.81,"9,892","60,286",SV2,120,Manalive
6879,"PR,PZ",5.86,"6,614","44,544",-SV1,120,The Gold Bat
1696,PR,5.91,"7,493","44,838",-SV1,119,The Club of Queer Trades
2377,PS,5.93,"8,790","49,471",SV1,119,The Son of the Wolf
21775,PN,6.10,"11,723","69,929",SV2,119,The Best of the World’s Classics...
43984,"PZ,PR",5.90,"12,922","70,535",-SV3,119,Chaucer for Children: A Golden Key
91,PS,5.88,"4,770","35,073",SV1,118,Tom Sawyer Abroad
1725,PS,6.11,"14,038","80,351",-SV3,118,Heart of the West
5265,PR,5.90,"10,864","80,564",SV6,118,The Ball and the Cross
11252,PR,5.79,"8,137","58,070",-SV1,118,"Martin Hewitt, Investigator"
20606,PZ,6.12,"7,854","62,005",-SV2,118,The Magic City
30408,PS,5.44,"5,780","29,288",SV1,118,The Fifth-Dimension Tube
9932,PS,5.88,"9,684","73,713",-SV1,117,The Last Trail
13897,PZ,5.98,"8,551","61,983",SV2,117,The Adventure Club Afloat
30796,PS,5.73,"5,123","22,013",-SV1,117,The Dueling Machine
1535,PR,5.82,"6,527","31,427",-SV5,116,The Tragedy of Coriolanus
12915,PR,5.75,"6,164","31,636",-SV1,116,The White Devil
17226,PS,6.09,"10,364","83,661",-SV1,115,Emily Fox-Seton : Being ”The Maki...
32954,PR,5.68,"10,499","81,251",-SV3,115,The Black Arrow: A Tale of the T...
33735,PR,6.09,"5,625","21,347",-SV1,115,Pamela Censured
367,PS,6.26,"6,546","43,538",SV1,114,The Country of the Pointed Firs
39378,PR,6.01,"8,209","40,459",-SV2,114,Mortal Coils
5070,PR,5.86,"5,516","33,795",-SV2,113,The Doctor’s Dilemma
18768,PS,5.72,"6,814","37,300",SV2,113,The Sky Is Falling
24035,PS,5.73,"9,348","60,993",SV4,113,The Pirates of Ersatz
27826,PZ,6.03,"9,226","94,884",SV4,113,The Olive Fairy Book
93,PS,5.62,"3,609","24,161",-SV1,112,"Tom Sawyer, Detective"
2098,PR,5.94,"8,958","67,080",SV5,112,A Thief in the Night: A Book of ...
7371,PR,5.83,"8,406","67,905",-SV1,112,A Sicilian Romance
14168,PR,5.93,"11,714","80,481",SV1,112,Widdershins
17959,PR,5.79,"10,511","65,740",SV5,112,The Hand Of Fu-Manchu: Being a Ne...
8668,PR,5.79,"10,444","82,530",SV1,111,Revenge!
9925,PS,5.86,"9,248","77,775",SV7,111,Black Jack
18581,PZ,6.20,"6,781","55,502",-SV4,111,Adrift in New York: Tom and Flor...
25439,PS,6.12,"10,782","83,194",-SV2,111,Looking Backward: 2000-1887
27991,PZ,5.91,"5,454","34,586",-SV3,111,The Blue Bird for Children: The W...
33156,PR,5.92,"15,739","99,165",SV1,111,Young’s Night Thoughts: With Life...
35517,PR,5.93,"9,209","59,493",-SV5,111,"The Three Impostors; or, The Tra..."
37431,PR,6.28,"5,050","27,815",-SV1,111,"Pride and Prejudice, a play foun..."
9846,PS,6.31,"12,388","72,711",SV2,110,Excursions
30964,PS,5.49,"7,240","43,826",-SV3,110,The Ethical Engineer
1711,PR,5.76,"9,503","95,002",-SV2,109,Child of Storm
10886,PS,5.75,"8,181","73,742",SV4,109,The Untamed
20988,PS,5.98,"8,213","64,016",-SV1,109,Islands of Space
32884,PR,6.29,"8,612","57,392",-SV4,109,Ideas of Good and Evil
33644,PS,5.78,"7,940","47,868",-SV1,109,The Secret of the Ninth Planet
1845,PR,5.96,"12,807","82,313",SV2,108,"Zuleika Dobson; Or, An Oxford Lo..."
7964,PR,5.82,"8,451","49,575",-SV1,108,The Mystery of Cloomber
37189,PR,6.10,"5,837","30,417",-SV2,108,The Return of the Soldier
472,PS,6.17,"10,370","72,592",-SV4,107,The House Behind the Cedars
3815,PS,6.02,"14,014","73,748",SV7,107,Rolling Stones
6100,"PS,PZ",6.07,"8,702","76,521",SV4,107,Pollyanna Grows Up
8931,PR,6.10,"6,120","33,536",-SV1,107,The Gem Collector
16517,PR,5.93,"5,404","37,805",-SV1,107,Liza of Lambeth
18019,PZ,6.17,"11,398","75,935",SV4,107,The Luckiest Girl in the School
21959,PS,6.09,"7,621","53,290",SV2,107,Letters from a Self-Made Merchan...
1058,"PR,G",5.92,"10,769","63,268",SV4,106,The Mirror of the Sea
1145,PR,5.84,"8,751","84,946",-SV1,106,Rupert of Hentzau: From The Memo...
2057,PS,5.77,"10,514","71,832",SV5,106,The Last of the Plainsmen
3055,PR,5.95,"5,431","51,310",SV6,106,The Wood Beyond the World
33660,"PZ,PS",5.75,"8,622","64,015",-SV1,106,The Year When Stardust Fell
707,PR,5.82,"8,464","58,520",-SV1,105,Ra✏es: Further Adventures of t...
2512,PS,6.04,"12,260","84,481",-SV3,105,The Cruise of the Snark
2785,PR,5.85,"11,054","84,592",-SV1,105,The Elusive Pimpernel
2885,PR,5.63,"7,356","89,210",-SV1,105,The House of the Wolfings : A Tal...
3048,PZ,5.90,"6,517","42,333",-SV1,105,The Little Duke: Richard the Fea...
3329,PR,5.87,"6,757","36,955",-SV2,105,Caesar and Cleopatra
5604,PR,6.06,"8,676","62,850",SV4,105,Getting Married
8995,PZ,6.17,"8,961","57,819",-SV1,105,What Katy Did Next
19471,PS,5.42,"6,428","34,005",-SV3,105,Badge of Infamy
47529,PR,5.93,"8,673","55,784",SV1,105,"Oliver Twist, Vol. 1 (of 3)"
620,"PR,PZ",6.05,"9,414","67,416",-SV3,104,Sylvie and Bruno
1589,PR,5.71,"6,104","29,104",-SV3,104,Tamburlaine the Great Part 2
5805,PR,5.68,"9,833","76,360",SV3,104,The League of the Scarlet Pimpernel
23810,PS,5.91,"9,834","58,484",-SV1,104,At Fault
4682,PS,5.95,"7,139","35,966",-SV3,103,Nonsense Novels
20121,PS,5.65,"6,002","31,467",-SV1,103,Lone Star Planet
20154,PS,5.81,"8,428","65,485",SV4,103,Invaders from the Infinite
25564,PZ,6.05,"8,695","70,419",SV5,103,The Water-Babies: A Fairy Tale f...
39957,PS,6.14,"13,238","71,352",-SV1,103,Prairie Gold
5341,"PS,PZ",6.09,"6,389","41,059",-SV1,102,Kilmeny of the Orchard
15798,PZ,6.25,"8,269","54,255",-SV3,102,Clover
15851,PS,6.08,"11,012","59,296",SV1,102,Love Conquers All
19369,PR,5.82,"11,231","91,395",SV3,102,The Triumphs of Eugne Valmont
20857,PS,5.89,"12,184","90,361",-SV1,102,Spacehounds of IPC
27771,PR,6.06,"6,817","51,776",SV3,102,Once on a Time
364,PS,5.75,"9,902","94,878",SV2,101,The Mad King
3146,PR,6.02,"12,406","98,817",-SV3,101,Two on a Tower
4087,PR,5.87,"7,256","51,032",SV2,101,An Essay Upon Projects
5746,PR,5.85,"8,679","89,973",-SV2,101,The Ancient Allan
20656,PS,6.32,"5,622","20,141",-SV1,101,Old Christmas From the Sketch Bo...
21510,PS,5.92,"9,918","79,603",SV4,101,Legacy
788,PS,5.90,"7,999","40,139",SV1,100,The Red One
1644,PR,5.72,"8,183","67,760",-SV2,100,The Adventures of Gerard
3638,PR,5.72,"5,305","28,007",-SV1,100,The Devil’s Disciple
4037,PR,6.21,"11,085","65,100",-SV1,100,"Appreciations, with an Essay on ..."
5333,PR,6.02,"11,701","51,083",-SV1,100,Every Man in His Humor
6440,PZ,6.19,"7,550","83,688",SV2,100,Elsie Dinsmore
19706,PR,5.78,"10,192","65,317",SV5,100,Brood of the Witch-Queen
20212,PS,5.65,"7,034","46,366",SV2,100,Police Your Planet
20532,PR,6.06,"8,468","50,477",-SV1,100,Love Among the Chickens: A Story ...
1557,PZ,5.79,"8,614","69,004",SV1,99,Men of Iron
6678,PN,5.88,"9,328","40,888",-SV2,99,Nonsenseorship
19142,PR,5.78,"11,542","75,335",-SV3,99,The Devil Doctor
4358,"PZ,PS",6.03,"6,085","43,738",-SV1,98,The Sea Fairies
11247,PR,5.90,"8,770","75,446",-SV1,98,The Exploits of Brigadier Gerard
15673,PS,5.95,"12,163","91,661",-SV7,98,The Day of the Beast
17985,PZ,5.88,"7,210","35,863",-SV2,98,Tom Swift and The Visitor from P...
25803,PR,6.00,"9,643","54,696",SV1,98,The Keepers of the King’s Peace
37532,"GR,PZ",6.05,"7,693","67,994",-SV6,98,The Scottish Fairy Book
644,PR,6.02,"5,976","35,112",SV3,97,The Haunted Man and the Ghost’s ...
778,"PR,PZ",6.04,"6,898","56,972",SV2,97,Five Children and It
2014,PR,5.90,"8,513","79,928",SV2,97,The Lodger
5312,PZ,6.08,"5,932","47,216",-SV1,97,Mother Goose in Prose
6877,"PR,PZ",5.99,"6,803","46,151",-SV1,97,The Head of Kay’s
18639,PR,5.96,"8,332","42,961",-SV2,97,The Victorian Age in Literature
33642,PS,5.66,"6,259","35,084",-SV2,97,Earth Alert!
4552,PS,5.67,"11,043","96,804",-SV2,96,The Border Legion
29448,PS,5.71,"6,222","35,530",-SV3,96,Pariah Planet
6683,PR,5.99,"9,820","72,792",-SV3,95,The Little Nugget
6880,PR,5.97,"10,724","86,999",-SV4,95,The Coming of Bill
8771,PS,6.13,"12,458","96,487",SV4,95,Jurgen: A Comedy of Justice
13029,PN,6.19,"11,569","64,245",SV4,95,The Art of the Moving Picture
23292,PZ,6.18,"7,613","50,056",SV4,95,Ted and the Telephone
310,PS,5.85,"5,867","39,874",-SV3,94,Before Adam
1182,PR,5.76,"12,475","89,542",SV3,94,Dope
1267,PR,5.92,"11,901","83,935",-SV3,94,Kai Lung’s Golden Hours
1595,PS,6.04,"14,137","77,330",-SV6,94,Whirligigs
5308,PR,5.94,"9,197","76,999",SV5,94,The Paradise Mystery
10601,PS,5.70,"8,853","78,989",SV3,94,The Rangeland Avenger
22767,PS,5.94,"7,500","45,748",-SV2,94,Pagan Passions
864,PR,5.86,"10,833","90,272",-SV1,93,The Master of Ballantrae: A Wint...
10377,PR,5.70,"7,733","46,371",-SV3,93,The Evil Guest
17763,PS,5.78,"10,526","94,698",SV3,93,The Mystery of the Hasty Arrow
19207,PZ,6.08,"6,550","43,592",-SV3,93,The Firelight Fairy Book
21854,PR,6.02,"9,006","70,598",-SV4,93,The Woman in Black
1605,PR,6.03,"8,000","56,448",-SV1,92,The Crock of Gold
2381,PR,5.92,"12,796","69,048",-SV3,92,Actions and Reactions
6382,PR,5.92,"10,016","84,240",SV4,92,Bat Wing
9746,PR,5.76,"9,702","88,340",-SV3,92,The Ashiel mystery: A Detective ...
21374,PZ,5.73,"8,341","98,388",-SV5,92,!Tention: A Story of Boy-Life du...
27195,PS,6.16,"9,558","58,514",SV1,92,Negro Folk Rhymes: Wise and Other...
34732,PR,5.87,"10,536","69,185",-SV7,92,Max Carrados
363,PS,5.69,"7,025","43,159",-SV2,91,The Oakdale A↵air
1183,PR,5.79,"11,003","73,990",-SV3,91,The Return of Dr. Fu-Manchu
14317,PR,5.90,"13,752","91,863",-SV1,91,The Sorcery Club
22420,PZ,6.09,"3,294","34,582",SV1,91,The Book of Nature Myths
24201,PR,5.88,"11,572","99,133",-SV4,91,The Eye of Osiris
36127,"PN,GR",6.01,"10,834","50,878",SV1,91,Curious Myths of the Middle Ages
1527,PR,6.07,"4,858","23,719",-SV2,90,"Twelfth Night; Or, What You Will"
4075,PR,6.00,"9,970","70,555",-SV1,90,The Intrusion of Jimmy
4090,PN,6.05,"10,856","66,348",SV6,90,From Ritual to Romance
13675,PZ,5.68,"4,998","21,626",SV4,90,Goody Two-Shoes : A Facsimile Rep...
15580,PS,5.68,"9,248","74,369",SV4,90,The Rustlers of Pecos County
26176,PR,5.94,"8,333","59,369",-SV3,90,The Secret House
1550,PS,6.04,"9,460","86,319",SV3,89,A Lady of Quality : Being a Most ...
3244,PS,5.90,"10,363","81,137",-SV1,89,To Him That Hath: A Tale of the ...
5182,PR,6.12,"6,175","55,434",SV2,89,The Old English Baron: a Gothic ...
10476,PR,5.88,"11,571","96,450",-SV4,89,The Vanishing Man : A Detective R...
15281,PZ,6.15,"3,905","40,862",-SV1,89,Uncle Wiggily’s Adventures
21891,PS,5.77,"5,970","60,373",SV4,89,The Brand of Silence: A Detective...
22332,PS,5.96,"6,248","42,166",-SV2,89,Brain Twister
1915,PR,6.07,"10,535","67,710",-SV3,88,The Second Thoughts of an Idle F...
2604,PR,5.98,"12,324","96,195",-SV1,88,The Longest Journey
7498,"PZ,PS",6.07,"7,634","82,409",SV2,88,Five Little Peppers Grown Up
24775,PZ,6.06,"6,848","71,028",-SV5,88,"Up the River; or, Yachting on th..."
29228,PS,6.32,"5,293","23,655",SV1,88,The Contrast
29468,"PZ,PQ",5.93,"10,792","96,047",SV1,88,The Story of Don Quixote
