id,LoCC,h_avg,Uniq(Nw),Nw,mode,dl,title
33689,PR,6.05,"6,593","30,020",SV1,88,"Oscar Wilde, Art and Morality: A..."
546,PS,5.75,"9,755","94,678",SV5,87,Under the Andes
555,PR,6.14,"9,407","49,764",-SV1,87,The Unbearable Bassington
943,PR,6.03,"5,417","37,348",-SV1,87,Misalliance
12436,PS,5.76,"10,395","92,843",SV2,87,The Night Horseman
18505,PZ,6.17,"10,442","66,940",-SV3,87,A Popular Schoolgirl
19474,PS,5.57,"9,278","56,318",-SV1,87,Uller Uprising
32498,PS,5.83,"10,029","57,579",-SV2,87,The Brain
37698,PS,6.12,"9,574","99,035",-SV1,87,Dawn of the Morning
16732,PN,5.85,"11,520","50,859",SV1,86,Familiar Quotations
21130,PN,6.02,"6,485","23,524",SV1,86,Book of Wise Sayings: Selected La...
21334,PR,6.17,"6,382","30,616",-SV1,86,The Beaux-Stratagem
29310,PS,5.69,"5,499","24,847",-SV1,86,The A↵air of the Brains
179,PS,6.24,"7,501","60,003",-SV1,85,The Europeans
1144,PS,5.96,"6,105","36,711",-SV1,85,In the Cage
2548,PR,5.80,"4,730","23,478",-SV1,85,The Poor Clare
2851,PS,5.99,"11,767","64,881",-SV3,85,Sixes and Sevens
3158,PR,6.02,"3,924","20,258",-SV1,85,Our American Cousin
5141,"PZ,PS",6.16,"7,461","55,892",-SV4,85,What Katy Did at School
6955,PR,5.95,"10,247","69,660",SV5,85,The Prince and Betty
17125,PZ,6.08,"8,540","49,570",-SV1,85,More William
18151,PS,5.77,"6,757","38,201",SV3,85,Time Crime
26240,PS,5.79,"12,708","91,674",-SV2,85,The Clansman: An Historical Roma...
27525,PR,6.07,"10,234","65,414",SV6,85,Bones in London
463,PS,5.44,"8,173","48,981",-SV3,84,The Red Badge of Courage: An Epi...
1805,PS,6.19,"8,724","45,478",-SV5,84,The Gentle Grafter
9902,PR,5.96,"8,234","74,618",-SV5,84,The Middle of Things
14107,PR,6.06,"7,239","50,541",-SV1,84,The Lost Stradivarius
18613,PR,5.75,"10,022","67,147",-SV5,84,The Golden Scorpion
21927,PR,6.08,"6,011","41,057",-SV1,84,Short Cruises
25770,PZ,5.98,"5,907","41,550",-SV1,84,The Dragon’s Secret
942,PR,5.94,"10,529","89,629",-SV1,83,Green Mansions: A Romance of the...
1953,PR,6.03,"5,022","25,170",-SV1,83,A Book of Strife in the Form of ...
8188,PS,6.14,"4,032","20,093",-SV1,83,The Mysterious Key and What It O...
18492,PS,5.60,"7,138","52,343",-SV1,83,Star Surgeon
18800,PS,5.93,"4,923","24,857",-SV1,83,Last Enemy
22064,PS,5.85,"10,645","96,743",-SV2,83,Tess of the Storm Country
22495,PN,6.02,"5,522","24,742",SV1,83,The New Pun Book
25438,PS,5.86,"6,236","30,904",-SV1,83,The Airlords of Han
37660,PS,6.10,"9,370","44,177",-SV1,83,Of All Things
39281,PN,5.77,"10,059","31,556",SV3,83,Dictionary of English Proverbs a...
311,PS,6.02,"5,941","31,612",-SV1,82,Bunner Sisters
5758,PR,6.08,"9,188","69,637",SV6,82,Many Cargoes
8681,PR,5.82,"9,658","72,288",-SV5,82,The Face and the Mask
10736,PS,5.65,"7,626","51,252",SV2,82,Children of the Frost
17221,PR,5.54,"10,368","95,676",-SV1,82,History of the Plague in London
20730,PZ,6.16,"9,967","62,777",-SV1,82,For the Sake of the School
32934,PZ,5.62,"8,441","78,959",-SV3,82,The Young Colonists: A Story of ...
37172,PR,5.70,"7,628","40,539",-SV1,82,"In a Glass Darkly, v. 1/3"
38562,PZ,6.06,"4,327","22,021",-SV2,82,The Big Book of Nursery Rhymes
5317,"PR,Z",6.01,"9,239","47,696",SV3,81,Through the Magic Door
6840,PR,6.23,"10,588","88,117",-SV6,81,Queen Lucia
18361,PS,6.01,"9,430","61,178",-SV1,81,Operation: Outer Space
26862,PS,5.86,"10,963","87,360",SV3,81,Howard Pyle’s Book of Pirates : F...
34426,PS,6.27,"9,502","99,579",-SV2,81,The Enchanted Barn
3797,PR,5.91,"12,781","81,975",SV1,80,In the Days of the Comet
10234,PS,5.92,"11,858","69,210",SV4,80,Old Creole Days: A Story of Creo...
18970,PR,5.83,"7,534","45,847",-SV1,80,Caves of Terror
19717,PS,6.21,"9,990","80,403",SV3,80,"The Bostonians, Vol. I (of II)"
20431,PR,5.36,"6,395","39,504",-SV2,80,"The Tale of Beowulf, Sometime Ki..."
22145,PS,5.89,"8,261","30,934",-SV1,80,A Book of Burlesques
32953,PS,5.80,"6,090","34,938",-SV1,80,Quest of the Golden Ape
545,PS,5.94,"7,425","51,251",-SV1,79,At the Earth’s Core
4731,"PZ,PR",6.02,"7,814","46,663",-SV4,79,Seven Little Australians
7308,PR,5.93,"12,092","70,301",-SV1,79,The History of Mr. Polly
11045,PR,6.04,"8,091","53,173",-SV2,79,The Ghost Ship
37858,PR,5.85,"11,265","68,208",-SV5,79,Leaves in the Wind
40852,PN,6.14,"22,573","99,318",SV8,79,Instigations: Together with An Es...
1327,PR,6.18,"8,018","49,047",-SV1,78,Elizabeth and Her German Garden
2250,PR,5.55,"5,612","23,824",SV1,78,Richard II
2431,PR,6.08,"5,354","22,237",SV1,78,Is Shakespeare Dead? : From My Au...
10066,PS,5.80,"9,128","81,339",SV2,78,Gunman’s Reckoning
10671,PR,6.18,"12,356","55,964",SV2,78,The Botanic Garden. Part II.: Con...
20726,PS,5.47,"4,760","21,980",SV1,78,A Slave is a Slave
26027,"PR,PZ",5.94,"9,644","60,322",-SV6,78,Puck of Pook’s Hill
35612,PN,6.16,"9,967","49,476",SV1,78,Three Philosophical Poets: Lucre...
678,PR,6.13,"5,887","33,105",-SV1,77,The Cricket on the Hearth: A Fai...
1106,PR,5.78,"4,868","25,230",SV2,77,The Tragedy of Titus Andronicus
3479,PS,5.86,"12,777","82,479",-SV2,77,The Metal Monster
19141,PS,5.97,"8,799","65,532",-SV1,77,Edison’s Conquest of Mars
520,"PS,PZ",6.24,"4,917","31,025",SV2,76,The Life and Adventures of Santa...
2251,PR,5.75,"5,967","27,041",-SV2,76,"Henry IV, Part 1"
2861,PS,5.87,"9,906","81,152",SV4,76,The Sleuth of St. James’s Square
3326,PR,6.09,"9,764","64,400",-SV6,76,The Well-Beloved: A Sketch of a ...
12245,PR,6.14,"6,015","27,244",SV1,76,The Defendant
24353,PS,6.08,"7,741","51,185",-SV1,76,Wired Love: A Romance of Dots and...
28118,PS,5.79,"5,216","26,569",SV2,76,The Great Gray Plague
31308,PR,6.00,"8,068","50,779",-SV4,76,Orientations
1020,PS,5.95,"7,182","31,494",-SV5,75,Sword Blades and Poppy Seed
1262,PS,5.86,"10,548","82,671",SV5,75,The Heritage of the Desert: A Novel
12590,PR,5.95,"9,902","78,654",SV3,75,The Shadow of the Rope
18817,PS,5.96,"9,379","61,073",-SV1,75,Ralestone Luck
22287,PS,6.06,"12,873","97,058",SV2,75,’Smiles’: A Rose of the Cumberlands
2266,PR,5.67,"5,922","26,625",-SV1,74,King Lear
2324,PR,5.99,"6,070","35,682",-SV1,74,A House to Let
2540,PR,6.11,"12,619","79,858",-SV2,74,Father and Son: A Study of Two T...
9834,PR,6.00,"9,116","73,007",-SV2,74,The Talleyrand Maxim
18761,PS,5.80,"7,715","56,589",SV1,74,The Circular Study
19709,PZ,5.85,"6,758","51,039",SV4,74,Danger in Deep Space
28071,PR,5.73,"7,910","62,741",SV1,74,The Red Triangle: Being Some Furt...
30427,PR,5.67,"4,663","22,873",-SV1,74,The Lost Kafoozalum
35425,PS,5.54,"4,665","21,751",SV2,74,The Mad Planet
213,PR,5.73,"5,498","27,548",SV2,73,The Man from Snowy River
687,PR,6.12,"9,069","45,965",SV2,73,A Personal Record
1539,PR,5.97,"5,810","26,632",SV1,73,The Winter’s Tale
1795,PR,5.75,"4,716","21,594",-SV3,73,Macbeth
2028,PR,5.91,"12,941","90,799",-SV4,73,The Yellow Claw
3075,PR,5.90,"10,698","81,784",-SV8,73,The Return
5210,PR,5.70,"13,105","69,781",-SV2,73,The Borough
9297,PR,6.02,"9,127","76,745",SV2,73,The Orange-Yellow Diamond
2186,PR,6.02,"9,619","55,256",-SV3,72,”Captains Courageous”: A Story o...
3795,"PZ,PS",6.13,"10,400","84,389",SV2,72,Under the Lilacs
5148,PR,5.98,"11,327","95,455",-SV1,72,Rodney Stone
25051,PS,5.67,"8,955","59,572",-SV2,72,Space Platform
33066,PS,5.94,"8,763","76,124",SV8,72,The Garden of Eden
402,PS,6.02,"11,242","59,209",SV2,71,Penrod
586,PR,5.73,"11,407","62,378",-SV1,71,"Religio Medici, Hydriotaphia, an..."
1244,PR,6.10,"5,612","35,581",-SV1,71,Love for Love: A Comedy
4253,"PN,PR",6.06,"9,449","42,767",-SV4,71,Dramatic Romances
7947,PR,5.68,"8,128","50,526",-SV1,71,The Diary of a U-boat Commander: ...
12491,"PR,CT",6.05,"5,926","26,567",SV4,71,Twelve Types
32587,PS,5.85,"4,932","20,074",-SV4,71,The Ambassador
39592,PN,5.92,"9,080","52,891",SV3,71,Princess Mary’s Gift Book : All p...
1115,PR,5.91,"5,446","29,644",-SV2,70,The First Part of King Henry the...
3005,PZ,5.95,"5,888","44,134",SV3,70,Tom Swift and His Airship
3777,"PZ,PS",5.73,"5,543","42,586",-SV1,70,Tom Swift and His Electric Rifle...
6093,"QL,PR",6.04,"11,935","97,738",-SV2,70,Far Away and Long Ago: A History...
6340,PS,6.07,"8,507","42,832",SV2,70,Literary Lapses
13372,PS,5.79,"7,949","71,710",SV6,70,The Gloved Hand
17958,PS,5.66,"5,405","33,091",-SV1,70,Warlord of Kor
19258,PZ,5.99,"6,810","33,037",-SV2,70,Tom Swift and the Electronic Hyd...
20877,PZ,6.07,"3,321","30,730",SV1,70,Mother West Wind’s Children
27690,"PQ,PZ",5.99,"7,624","75,505",-SV7,70,Nobody’s Girl: (En Famille)
1239,PS,5.77,"11,175","89,991",-SV1,69,The Spirit of the Border: A Roma...
16199,PR,6.26,"5,030","25,056",-SV1,69,Memoirs of the Author of a Vindi...
17412,PZ,6.05,"5,051","35,035",-SV2,69,"The Bobbsey Twins : Or, Merry Day..."
19330,PS,5.71,"11,775","83,490",SV4,69,An Apache Princess: A Tale of th...
22234,PZ,6.26,"7,344","40,473",SV5,69,"Aunt Jo’s Scrap-Bag, Vol. 5: Jimm..."
556,"PZ,PR",5.89,"10,963","76,118",-SV1,68,Rewards and Fairies
4006,PS,5.99,"4,646","22,180",SV1,68,Yesterdays
7230,PR,6.08,"9,655","53,845",-SV1,68,Not George Washington an Autob...
9807,PR,6.04,"9,595","75,422",SV5,68,Scarhaven Keep
9903,PS,5.82,"8,427","71,853",-SV4,68,Way of the Lawless
16096,PS,5.72,"10,379","77,180",SV2,68,A Man’s Woman
18095,PN,6.29,"5,212","20,886",-SV1,68,Successful Methods of Public Spe...
22354,"PZ,PT",6.04,"6,249","38,782",-SV3,68,The Adventures of Maya the Bee
24933,PR,5.97,"7,630","53,696",SV2,68,The Man Who Knew
26624,PZ,6.31,"5,975","41,600",SV1,68,The Road to Oz
40723,PR,6.20,"5,990","30,952",SV1,68,The Battle of Life. A Love Story
329,PR,5.86,"6,252","51,115",-SV3,67,Island Nights’ Entertainments
720,PR,5.89,"8,756","66,011",-SV1,67,Almayer’s Folly: A Story of an E...
1537,PR,6.08,"5,170","22,020",-SV2,67,"Pericles, Prince of Tyre"
2815,PS,5.94,"9,565","72,151",-SV1,67,"Democracy, an American novel"
8914,PR,5.87,"9,483","65,871",-SV2,67,"England, My England"
8920,PR,5.95,"8,282","40,105",SV2,67,The Light of Asia
10869,PS,5.58,"8,156","79,681",-SV1,67,The Abandoned Room
17513,PZ,6.21,"10,229","52,200",SV1,67,St. Nicholas Magazine for Boys a...
18346,PS,5.67,"6,748","36,320",-SV1,67,Null-ABC
18420,PZ,6.15,"4,142","44,743",-SV1,67,The Bobbsey Twins at Home
24302,PS,5.52,"4,708","23,369",-SV1,67,The Highest Treason
24723,PS,5.89,"4,173","20,670",SV2,67,Final Weapon
24749,PS,5.78,"5,107","24,213",-SV1,67,Adaptation
27903,PZ,6.06,"7,869","61,067",-SV1,67,The Magic World
27924,PR,5.98,"8,203","52,266",-SV1,67,Mugby Junction
37820,PR,5.85,"10,266","68,420",-SV1,67,Chronicles of Martin Hewitt
41667,PZ,6.11,"7,131","55,434",-SV4,67,The Emerald City of Oz
1869,PS,5.77,"9,095","65,944",SV1,66,The Man in Lower Ten
2509,PS,5.78,"9,632","60,766",-SV3,66,The Lani People
12170,PS,5.74,"6,974","53,581",-SV1,66,The Wolf Hunters: A Tale of Adve...
12352,PS,5.90,"9,672","75,790",SV1,66,"Iola Leroy; Or, Shadows Uplifted"
23845,PS,5.58,"7,966","52,612",-SV3,66,"Talents, Incorporated"
24459,"PS,PZ",5.96,"5,924","48,468",-SV2,66,The Lost Princess of Oz
35117,PR,5.80,"11,740","91,093",-SV4,66,Lord Tony’s Wife: An Adventure o...
296,"PS,PZ",6.15,"4,051","28,355",-SV1,65,The Cash Boy
1472,PR,6.16,"6,199","31,065",-SV1,65,In a German Pension
2244,PR,6.12,"5,015","24,200",SV2,65,As You Like It
6995,PS,5.83,"6,973","36,301",-SV2,65,Ghosts I Have Met and Some Others
11068,PR,6.04,"14,398","82,318",SV3,65,"The Spirit of the Age; Or, Conte..."
11935,PR,6.27,"7,647","39,912",-SV1,65,Mysticism in English Literature
13815,PZ,5.90,"10,644","78,095",-SV2,65,The Talking Beasts: A Book of Fa...
15323,PR,5.88,"10,244","75,766",SV3,65,The Green Eyes of Bst
19066,PS,5.68,"8,526","71,019",SV5,65,Brigands of the Moon
20630,PR,5.93,"9,969","78,858",SV1,65,The Borough Treasurer
22182,PR,5.99,"13,500","68,431",-SV3,65,The Best of the World’s Classics...
24499,PR,6.07,"8,383","46,138",-SV5,65,The Green Carnation
30324,PS,5.67,"11,341","76,745",SV5,65,The Pathless Trail
34971,PZ,6.21,"3,835","31,880",SV1,65,Among the Forest People
37503,PR,5.54,"5,001","23,264",-SV1,65,Gammer Gurton’s Needle
39143,PR,5.85,"9,187","73,742",-SV1,65,The Making of a Saint
267,PS,6.07,"5,620","27,270",-SV1,64,The Touchstone
330,PS,6.01,"7,529","68,246",SV3,64,Where There’s a Will
1204,PS,6.00,"9,115","57,450",SV4,64,Cabin Fever
1547,PR,6.00,"5,195","23,934",SV1,64,Sir Thomas More
2317,PR,6.29,"5,716","33,401",-SV2,64,The Story of My Heart: An Autobi...
5776,PS,5.70,"10,978","98,446",-SV9,64,100%: the Story of a Patriot
7884,PS,5.74,"3,950","22,623",-SV2,64,In the Fog
9656,PR,6.03,"9,397","50,945",-SV3,64,Alarms and Discursions
11153,PR,6.01,"6,062","39,412",SV1,64,No Hero
17180,PS,5.91,"9,317","66,009",-SV1,64,The Riddle of the Frozen Flame
18172,PS,5.72,"6,489","37,649",-SV3,64,This World Is Taboo
19027,PZ,5.72,"7,369","54,941",-SV1,64,The Revolt on Venus
19526,PZ,6.02,"7,547","58,320",SV4,64,Stand by for Mars!
25067,PS,5.88,"12,119","67,425",-SV1,64,The Planet Strappers
30537,PZ,6.10,"6,680","43,385",-SV2,64,The Royal Book of Oz : In which t...
1583,PS,6.15,"11,924","66,078",SV2,63,Options
1790,PR,5.96,"5,996","32,213",SV1,63,Troilus and Cressida
3464,PS,5.92,"10,697","91,009",-SV2,63,Tish: The Chronicle of Her Escap...
4381,PR,6.04,"6,255","50,695",-SV2,63,The Aran Islands
5071,PR,5.94,"4,466","25,680",-SV1,63,The Philanderer
6574,PR,6.07,"6,964","33,018",-SV1,63,Watchers of the Sky
7365,PR,6.10,"8,050","46,730",-SV2,63,If I May
14034,PZ,5.92,"6,892","78,775",-SV1,63,King Alfred’s Viking: A Story of ...
14154,PN,5.74,"15,061","75,973",-SV4,63,The Tale of Terror: A Study of t...
18719,PS,5.79,"8,400","56,963",SV4,63,Space Tug
27567,PZ,6.14,"7,878","56,723",SV2,63,Aunt Jo’s Scrap-Bag VI: An Old-Fa...
32563,PS,5.60,"4,701","27,106",-SV1,63,The Lost Warship
32597,PS,5.69,"4,491","22,365",SV1,63,Accidental Flight
34215,PS,6.23,"10,051","43,506",-SV2,63,Shadowings
36281,PS,5.89,"9,989","63,000",-SV2,63,The Slayer of Souls
41718,PZ,5.86,"6,407","50,697",SV1,63,Dave Dawson on the Russian Front
764,PZ,6.03,"11,700","85,043",-SV1,62,"Hans Brinker; Or, The Silver Skates"
966,PR,5.99,"7,162","36,838",-SV1,62,Maid Marian
1163,PS,5.80,"10,405","76,325",-SV2,62,Adventure
5311,PS,6.09,"6,444","36,880",-SV1,62,Parnassus on Wheels
5676,"PR,PZ",5.85,"4,828","34,563",SV1,62,A Double Story
6359,PR,5.81,"10,693","45,492",-SV1,62,The English Mail-Coach and Joan ...
9867,PS,5.80,"7,928","64,857",-SV3,62,Riders of the Silences
11620,PR,6.19,"12,511","90,607",-SV1,62,My Brilliant Career
16259,PZ,6.00,"4,886","33,039",-SV1,62,The Surprising Adventures of the...
18217,"Q,PZ",6.41,"3,694","21,590",SV3,62,Chambers’s Elementary Science Re...
18824,PZ,6.06,"5,535","74,241",-SV1,62,Fairies and Folk of Ireland
21665,"PE,PN",6.21,"15,998","78,236",SV1,62,A Brief History of the English L...
27198,PR,5.86,"9,337","80,205",SV6,62,The Explorer
30905,PZ,6.01,"5,682","34,944",-SV2,62,The Boarded-Up House
35247,PS,5.88,"8,084","62,452",SV3,62,That A↵air at Elizabeth
35330,PR,5.74,"5,113","26,640",SV1,62,The Spanish Tragedy
436,PZ,5.92,"6,242","36,417",-SV1,61,The Master Key: An Electrical Fa...
2015,PR,5.92,"9,641","53,088",SV1,61,A Miscellany of Men
2876,PR,5.90,"10,326","74,177",-SV1,61,The Light That Failed
4993,PS,5.88,"9,330","72,903",-SV2,61,A Texas Ranger
5747,PZ,6.01,"6,450","50,698",-SV1,61,Do and Dare a Brave Boy’s Figh...
10443,PR,6.11,"9,662","80,402",-SV5,61,The Rayner-Slade Amalgamation
11435,PZ,6.02,"6,087","31,081",SV2,61,Small Means and Great Ends
17854,PS,5.94,"6,572","41,937",-SV2,61,The Sport of the Gods
19023,PS,5.74,"11,415","77,282",-SV3,61,A Daughter of the Sioux: A Tale ...
21865,PZ,5.71,"4,920","43,484",-SV1,61,King Arthur and His Knights
22031,PZ,5.97,"6,496","49,500",SV2,61,The Airplane Boys among the Clou...
22342,PS,5.85,"9,148","73,369",SV7,61,Supermind
23028,PS,5.63,"4,472","20,318",-SV3,61,Greylorn
28164,PR,5.64,"8,744","44,956",-SV2,61,The Big Bow Mystery
30334,PS,5.92,"5,094","26,476",-SV12,61,Ultima Thule
31356,PS,5.77,"5,742","26,606",SV3,61,The Man Who Staked the Stars
32486,PS,5.69,"4,383","21,925",-SV1,61,The Legion of Lazarus
34219,PZ,6.10,"9,467","72,019",SV5,61,The Enchanted Castle
35617,PR,5.67,"6,221","38,210",SV1,61,The Terror: A Mystery
36958,PR,5.76,"10,480","63,674",-SV4,61,A Child of the Jago
1478,PN,6.10,"5,505","23,588",-SV3,60,A Parody Outline of History : Whe...
1585,PR,5.87,"9,665","58,971",-SV2,60,The Wrong Box
5083,PR,6.05,"7,002","38,372",SV2,60,The Man of Feeling
10110,PR,5.87,"10,752","67,192",SV1,60,The Postmaster’s Daughter
18934,PR,5.92,"7,952","52,469",-SV2,60,My Lady Nicotine: A Study in Smoke
19381,PZ,6.11,"4,250","40,239",-SV1,60,Among the Farmyard People
19478,PS,5.69,"7,788","59,954",-SV1,60,Four-Day Planet
19535,PR,5.94,"9,069","53,197",-SV3,60,George Bernard Shaw
25102,"PQ,PZ",5.98,"8,041","92,076",SV2,60,Nobody’s Boy: Sans Famille
26999,"PZ,PR",6.12,"3,990","24,535",-SV2,60,Peter Pan in Kensington Gardens
27063,PR,5.98,"9,185","73,181",-SV7,60,The Hero
32440,PZ,5.76,"6,488","52,993",SV3,60,Dave Dawson at Dunkirk
33505,PR,6.08,"10,742","71,863",-SV3,60,The Trembling of the Veil
33623,PS,6.17,"5,284","27,697",-SV1,60,The Inventions of the Idiot
41049,PS,5.81,"9,387","68,709",-SV3,60,The Onslaught from Rigel
1076,PR,5.93,"9,857","80,921",SV1,59,The Wallet of Kai Lung
1446,PN,6.26,"7,901","38,230",-SV3,59,Perfect Behavior: A Guide for La...
1460,PR,6.01,"10,507","58,461",-SV1,59,The Black Dwarf
1882,PS,5.76,"7,232","51,323",-SV1,59,The Young Forester
5660,"PZ,PS",6.07,"7,310","47,424",-SV2,59,Mary Louise
12345,PS,5.88,"7,671","48,415",-SV1,59,"Friday, the Thirteenth : A Novel"
17870,PS,5.75,"7,069","47,352",-SV3,59,Operation Terror
21687,PZ,6.07,"10,291","75,351",SV7,59,The Youngest Girl in the Fifth: ...
23641,PS,5.89,"8,716","66,098",-SV4,59,The Forsaken Inn: A Novel
25767,PS,6.27,"6,836","32,974",-SV1,59,Picture and Text: 1893
27595,PS,5.84,"8,308","54,529",SV2,59,Eight Keys to Eden
36869,PS,5.92,"11,403","94,115",SV3,59,The Real Man
94,PS,6.15,"5,211","29,576",-SV1,58,Alexander’s Bridge
1263,PS,6.16,"11,356","84,375",-SV8,58,The Glimpses of the Moon
1282,PZ,5.97,"5,598","43,526",SV2,58,Tom Swift Among the Diamond Make...
2305,PR,5.87,"12,412","85,490",SV3,58,A Set of Six
2524,PR,5.97,"9,495","80,667",SV2,58,My Lady Ludlow
2722,PR,5.82,"8,230","85,928",SV2,58,Morning Star
2865,PZ,5.72,"4,517","28,161",-SV1,58,Otto of the Silver Hand
5632,"PZ,PS",6.14,"7,747","72,449",-SV3,58,Five Little Peppers Midway
8435,PS,6.06,"10,043","60,759",-SV1,58,The Sturdy Oak : A composite Nove...
9963,PZ,6.28,"9,609","96,936",-SV1,58,Elsie’s Girlhood: A Sequel to ”El...
10324,PS,5.80,"7,322","53,488",-SV3,58,Bull Hunter
12028,PR,5.72,"9,084","53,811",SV4,58,The Uttermost Farthing: A Savant’...
14902,PS,5.87,"7,613","35,479",SV1,58,"Deadwood Dick, the Prince of the..."
15422,PS,5.83,"12,774","66,586",-SV1,58,Israel Potter : His Fifty Years o...
24370,PS,6.09,"4,735","21,976",-SV1,58,Mercenary
24436,PS,5.74,"8,734","55,504",SV2,58,Anything You Can Do ...
25728,PS,5.90,"13,140","97,231",-SV6,58,"Desert Conquest; or, Precious Wa..."
28700,PZ,5.96,"10,221","94,173",SV2,58,Robin Hood
32208,PS,5.92,"4,555","21,646",-SV1,58,The Star Lord
34592,PZ,5.93,"6,588","44,256",-SV1,58,Behind the Green Door
38777,PZ,5.81,"12,631","83,311",-SV5,58,Lad: A Dog
1146,PR,6.14,"7,422","45,588",SV3,57,The Journal of a Voyage to Lisbon
2154,"PZ,PQ",5.89,"9,642","63,910",-SV3,57,Around the World in Eighty Days....
2487,PS,6.11,"5,064","26,095",-SV3,57,Cross Roads
4922,PS,5.68,"9,892","71,505",-SV5,57,Bar-20 Days
7239,PS,5.79,"9,802","54,316",-SV1,57,"Men, Women, and Boats"
9609,PR,6.09,"9,091","72,846",SV2,57,"Joseph Andrews, Vol. 2"
11626,PR,5.93,"10,893","89,297",-SV4,57,The Dawn of All
14427,PS,6.05,"7,636","70,493",-SV1,57,True Love’s Reward : A Sequel to ...
18881,PS,6.16,"4,767","22,941",SV1,57,The Idiot
30836,PS,6.02,"9,803","74,942",SV7,57,Seven Keys to Baldpate
32117,PS,5.97,"9,757","60,086",-SV2,57,Eleven Possible Cases
32226,PZ,6.17,"3,938","21,907",-SV1,57,The Flower Princess
36612,PZ,5.96,"7,439","57,852",-SV1,57,The Princess and Curdie
37193,PZ,6.05,"5,610","51,321",-SV2,57,The Swedish Fairy Book
1109,PR,6.04,"5,382","26,608",-SV2,56,Love’s Labour’s Lost
1604,PR,5.89,"8,357","48,277",-SV1,56,The Ebb-Tide: A Trio And Quartette
1611,PS,6.11,"10,464","68,908",-SV6,56,Seventeen : A Tale of Youth and S...
1897,PS,5.74,"9,114","78,397",-SV3,56,The Seventh Man
2713,PR,5.60,"5,414","34,909",-SV2,56,"Maiwa’s Revenge; Or, The War of ..."
4282,PR,5.96,"8,303","74,129",SV1,56,Don Rodriguez; Chronicles of Sha...
5795,PR,5.87,"4,147","22,480",-SV2,56,The Secret Rose
6936,"PR,PZ",5.79,"2,425","27,568",-SV1,56,Robinson Crusoe in Words of On...
8673,PS,5.97,"9,309","71,372",-SV8,56,A Columbus of Space
9791,PS,5.79,"8,219","67,059",-SV1,56,Harrigan
9990,PZ,6.08,"6,844","56,686",-SV3,56,"Brave and Bold; Or, The Fortunes..."
11377,PR,6.02,"5,365","26,393",SV1,56,The Man Whom the Trees Loved
12793,PS,5.89,"11,664","53,936",-SV2,56,Cobwebs from an Empty Skull
14667,PR,6.09,"8,075","29,981",-SV2,56,A Christmas Garland
21632,PZ,6.25,"5,764","45,855",-SV1,56,"Fame and Fortune; or, The Progre..."
21656,PZ,6.27,"10,190","65,548",SV5,56,The Princess of the School
22338,PS,5.90,"6,920","52,808",-SV2,56,The Impossibles
